0.000000000000000000e+00 1.000000000000000000e+02
nan nan
5.989398290730807970e-05 1.000000000000000000e+02
9.829746200131103900e-05 1.000000000000000000e+02
1.344253109469784806e-04 1.000000000000000000e+02
1.910019695239144354e-04 1.000000000000000000e+02
3.138029263731424365e-04 1.000000000000000000e+02
4.803454098684524607e-04 1.000000000000000000e+02
7.255481738201173840e-04 1.000000000000000000e+02
1.085429325826525650e-03 1.000000000000000000e+02
1.629468921357374962e-03 1.000000000000000000e+02
2.436753983368105531e-03 1.000000000000000000e+02
3.645486897270424492e-03 1.000000000000000000e+02
5.469165104753164267e-03 1.000000000000000000e+02
8.127893744684916780e-03 1.000000000000000000e+02
1.214365372744427227e-02 1.000000000000000000e+02
1.813556028753188915e-02 1.000000000000000000e+02
2.701641634354957217e-02 1.000000000000000000e+02
4.030867498395944437e-02 1.000000000000000000e+02
6.012709190083359578e-02 1.000000000000000000e+02
8.959566784737647838e-02 1.000000000000000000e+02
1.337367845404822952e-01 1.000000000000000000e+02
1.999729616770873630e-01 1.000000000000000000e+02
2.994735196990660486e-01 9.998386552675142980e+01
4.454410366807848298e-01 9.990632258474900596e+01
6.757127514412354374e-01 9.968831007944872624e+01
1.019009307004120624e+00 9.842739701599158764e+01
1.481986898665747399e+00 9.474375402165881610e+01
2.179871536305195256e+00 8.785971976780633952e+01
3.211183925243202619e+00 7.740340584969894167e+01
4.651104590331108568e+00 6.589625201955537648e+01
6.950895060245730228e+00 5.607431761143226367e+01
1.052263181194414976e+01 4.850249109138081849e+01
1.554200188435650354e+01 4.206796533541439942e+01
2.336903647515868698e+01 3.578188540278593166e+01
3.444994319476010247e+01 2.999188993362523803e+01
5.122794275310410228e+01 2.477663805932639463e+01
7.714722047751568823e+01 1.992694883952337292e+01
1.153602058727795310e+02 1.525536847416097785e+01
1.663320660995237574e+02 1.072404311645726693e+01
2.225588500674790282e+02 6.507953346172191900e+00
2.878736038033501359e+02 2.553546312115799743e+00
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
