9.889175344868631480e-07 1.000000000000000000e+03
2.539463369193460203e-06 1.000000000000000000e+03
4.878526764898962907e-06 1.000000000000000000e+03
8.509986101970803230e-06 1.000000000000000000e+03
1.398372596801206917e-05 9.999926174496644080e+02
2.252985977100355831e-05 9.999290755771713748e+02
3.571492977379331363e-05 9.995907447866384246e+02
5.649495392709042054e-05 9.976934912467302183e+02
8.626689250222226396e-05 9.903434033930698206e+02
1.316662009531763364e-04 9.655953869729462440e+02
1.982544366602818561e-04 9.042426197032352775e+02
2.988315728855487859e-04 8.009350796973508295e+02
4.491613499206805436e-04 6.807831103208402510e+02
6.806098568324814736e-04 5.729615192776341246e+02
1.037265079026363033e-03 4.866194073521467658e+02
1.584548970970884717e-03 4.197991682537828524e+02
2.433780478531362510e-03 3.630909746096078266e+02
3.713387491560993150e-03 3.116663691735144539e+02
5.643268280019123236e-03 2.654882036838729391e+02
8.590783964599651296e-03 2.259061705832763778e+02
1.317102510721946187e-02 1.930903314907253616e+02
2.010220053764454756e-02 1.650086919400902445e+02
3.054458902810999049e-02 1.409668371478007032e+02
4.688723153953310713e-02 1.200373873145261570e+02
7.098461640142794682e-02 1.025769052846463012e+02
1.090519072255222710e-01 8.778092176842775984e+01
1.669768463550400650e-01 7.545978637087695517e+01
2.533614757180206456e-01 6.428387162289968160e+01
3.892970245700495546e-01 5.502391987361918524e+01
5.945328774855608289e-01 4.716724472849337246e+01
8.911398284982148255e-01 4.001244156429411447e+01
1.367305591254311059e+00 3.381799819494518289e+01
2.119033259244727851e+00 2.889768192153996296e+01
3.269818520343437562e+00 2.444278975411510402e+01
4.819301811024343962e+00 2.066203629365098493e+01
7.422645253487448080e+00 1.761802459530716902e+01
1.154330368302655785e+01 1.502812616182016825e+01
1.697288538286636594e+01 1.285302252409906565e+01
2.716359334708066697e+01 1.084875392001093353e+01
4.011965034271896258e+01 9.308766062481046433e+00
6.133898035495288781e+01 7.722098475984400245e+00
9.345311232643460642e+01 6.466515243243705413e+00
1.455615571109886446e+02 5.386546110205448379e+00
2.134979624595651444e+02 4.565888804223408037e+00
3.490635990871913918e+02 3.810283850811473805e+00
5.205599703539212442e+02 3.375276044048240998e+00
7.854723042643603321e+02 2.821549488527308025e+00
1.231970336786328289e+03 2.263487073430549223e+00
1.753800111170874970e+03 2.079169980079532465e+00
2.229235733777428777e+03 1.999922242857706589e+00
