0.000000000000000000e+00 1.000000000000000000e+03
nan nan
nan nan
1.060185926462098751e-05 1.000000000000000000e+03
1.404458966920798288e-05 1.000000000000000000e+03
2.437022224327265943e-05 1.000000000000000000e+03
4.069015071298616362e-05 1.000000000000000000e+03
6.993337394573175697e-05 1.000000000000000000e+03
1.175823940436492048e-04 1.000000000000000000e+03
1.790627495123838127e-04 1.000000000000000000e+03
2.956484326730396753e-04 1.000000000000000000e+03
4.693119935599432283e-04 1.000000000000000000e+03
7.522242868567673027e-04 1.000000000000000000e+03
1.206259410150859347e-03 9.999939024390243958e+02
1.950108717897596280e-03 9.999619848978669552e+02
3.199706173008668667e-03 9.997903567387386374e+02
5.127416301764433845e-03 9.982269774966464411e+02
8.209106055083032621e-03 9.915930388058735616e+02
1.295271885207708099e-02 9.671607380731629746e+02
2.030720338882140499e-02 9.021383892020078292e+02
3.171448816201386661e-02 7.868526119971659227e+02
4.980487589326679232e-02 6.545127914464355854e+02
7.923432592207291236e-02 5.393026995640487939e+02
1.257812703087924644e-01 4.525888026060753191e+02
2.037321556821551916e-01 3.833361494709574799e+02
3.255936785383715670e-01 3.252929232634874097e+02
5.173551081693543718e-01 2.733977048908560050e+02
8.264541531567756172e-01 2.291628197835501339e+02
1.326950543802583482e+00 1.926069964111727018e+02
2.123857072914610900e+00 1.611877230280183255e+02
3.362110283903914532e+00 1.337537486003834033e+02
5.365739724914576847e+00 1.111213432673208388e+02
8.659980068385657148e+00 9.274872250820200748e+01
1.371660203391068400e+01 7.772057875230676416e+01
2.206761604417074096e+01 6.462928514938414537e+01
3.534736640650193351e+01 5.368110481003054701e+01
5.682847955903010728e+01 4.398766309602175539e+01
8.892987684181568397e+01 3.567349198281613809e+01
1.468682748400731839e+02 2.828256714750926903e+01
2.339949013263005781e+02 2.215235791174574942e+01
3.878487048975587754e+02 1.531584229861218205e+01
5.764825880247287841e+02 8.294304332642703059e+00
7.108425643584583895e+02 3.844157640956011868e+00
1.008002394604643769e+03 1.999706830841395444e+00
nan nan
nan nan
nan nan
nan nan
nan nan
nan nan
