0	0.0	5.0000000004370895	0	1
1	0.0	1.0000000008214736	1	2
2	0.0	5.000000000384384	2	-1
0	0.0012973373302605177	5.000001132935499	0	1
1	0.0012973373302605177	1.0000021296267758	1	2
2	0.0012973373302605177	5.000000996691277	2	-1
0	0.14456989991558206	5.000109477162107	0	1
1	0.14456989991558206	1.0002092915751626	1	2
2	0.14456989991558206	5.000099814413056	2	-1
0	0.19721954462324665	5.000142689288914	0	1
1	0.19721954462324665	1.0002742129814903	1	2
2	0.19721954462324665	5.000131523692575	2	-1
0	0.2608795439580389	5.000179400110587	0	1
1	0.2608795439580389	1.0003467273306805	1	2
2	0.2608795439580389	5.000167327220094	2	-1
0	0.3244357589818334	5.000213010905227	0	1
1	0.3244357589818334	1.0004137703552294	1	2
2	0.3244357589818334	5.000200759450002	2	-1
0	0.39192434934280335	5.000246061533973	0	1
1	0.39192434934280335	1.000480243589677	1	2
2	0.39192434934280335	5.000234182055704	2	-1
0	0.4623799798494534	5.0002782785927185	0	1
1	0.4623799798494534	1.000545491192697	1	2
2	0.4623799798494534	5.000267212599978	2	-1
0	0.5365251924378484	5.000310217551234	0	1
1	0.5365251924378484	1.0006105363408397	1	2
2	0.5365251924378484	5.000300318789606	2	-1
0	0.6145757207563561	5.0003421616848485	0	1
1	0.6145757207563561	1.0006758714656123	1	2
2	0.6145757207563561	5.000333709780763	2	-1
0	0.6969855131842677	5.000374470564392	0	1
1	0.6969855131842677	1.0007421604593487	1	2
2	0.6969855131842677	5.000367689894957	2	-1
0	0.7842087938182773	5.000407476088341	0	1
1	0.7842087938182773	1.0008100255696624	1	2
2	0.7842087938182773	5.000402549481321	2	-1
0	0.8767987066207843	5.000441523897331	0	1
1	0.8767987066207843	1.0008801302336745	1	2
2	0.8767987066207843	5.000438606336344	2	-1
0	0.9753952849036969	5.000476969037865	0	1
1	0.9753952849036969	1.0009531684976722	1	2
2	0.9753952849036969	5.000476199459807	2	-1
0	1.0807583706854065	5.000514188997642	0	1
1	1.0807583706854065	1.0010298901661923	1	2
2	1.0807583706854065	5.00051570116855	2	-1
0	1.193793631425651	5.000553593819442	0	1
1	1.193793631425651	1.001111120052271	1	2
2	1.193793631425651	5.00055752623283	2	-1
0	1.3155936381647455	5.000595641447994	0	1
1	1.3155936381647455	1.001197788107378	1	2
2	1.3155936381647455	5.000602146659384	2	-1
0	1.4474915993263444	5.000640857309322	0	1
1	1.4474915993263444	1.0012909683794344	1	2
2	1.4474915993263444	5.000650111070113	2	-1
0	1.5911373904450974	5.000689861438192	0	1
1	1.5911373904450974	1.0013919336354067	1	2
2	1.5911373904450974	5.000702072197214	2	-1
0	1.7486068071647984	5.000743406845318	0	1
1	1.7486068071647984	1.0015022332562595	1	2
2	1.7486068071647984	5.000758826410941	2	-1
0	1.9225658042362936	5.000802436504815	0	1
1	1.9225658042362936	1.0016238096067354	1	2
2	1.9225658042362936	5.00082137310192	2	-1
0	2.1165315711232466	5.000868173147148	0	1
1	2.1165315711232466	1.0017591820891605	1	2
2	2.1165315711232466	5.000891008942013	2	-1
0	2.3324492190206523	5.000941300129113	0	1
1	2.3324492190206523	1.0019097598030005	1	2
2	2.3324492190206523	5.000968459673888	2	-1
0	2.577058628440904	5.001024119394591	0	1
1	2.577058628440904	1.0020802846080477	1	2
2	2.577058628440904	5.001056165213456	2	-1
0	2.858826967118953	5.0011195131877475	0	1
1	2.858826967118953	1.0022766922889303	1	2
2	2.858826967118953	5.001157179101183	2	-1
0	3.193240857569717	5.001232738945629	0	1
1	3.193240857569717	1.002509807790295	1	2
2	3.193240857569717	5.001277068844665	2	-1
0	3.6166645426301622	5.001376127204339	0	1
1	3.6166645426301622	1.0028050166124465	1	2
2	3.6166645426301622	5.001428889408107	2	-1
0	4.1157027758438804	5.001545164718145	0	1
1	4.1157027758438804	1.003153024380469	1	2
2	4.1157027758438804	5.0016078596623235	2	-1
0	4.530183148716985	5.001685597334875	0	1
1	4.530183148716985	1.0034421354330396	1	2
2	4.530183148716985	5.001756538098165	2	-1
0	4.956483604258721	5.001830070151363	0	1
1	4.956483604258721	1.0037395585307092	1	2
2	4.956483604258721	5.001909488379346	2	-1
0	5.375003767285328	5.001971941247057	0	1
1	5.375003767285328	1.0040316200095463	1	2
2	5.375003767285328	5.002059678762489	2	-1
0	5.795712791900237	5.002114589327481	0	1
1	5.795712791900237	1.004325275518032	1	2
2	5.795712791900237	5.002210686190551	2	-1
0	6.215241030369988	5.002256872016963	0	1
1	6.215241030369988	1.004618173331794	1	2
2	6.215241030369988	5.002361301314831	2	-1
0	6.635049825835254	5.002399284839108	0	1
1	6.635049825835254	1.0049113335276445	1	2
2	6.635049825835254	5.002512048688536	2	-1
0	7.054596993576188	5.002541643893024	0	1
1	7.054596993576188	1.0052043775324222	1	2
2	7.054596993576188	5.002662733639398	2	-1
0	7.474104466401303	5.002684024468887	0	1
1	7.474104466401303	1.0054974603276623	1	2
2	7.474104466401303	5.002813435858776	2	-1
0	7.893486986206481	5.002826397632278	0	1
1	7.893486986206481	1.0057905223483834	1	2
2	7.893486986206481	5.002964124716106	2	-1
0	8.312778642338674	5.002968774951542	0	1
1	8.312778642338674	1.0060835874029865	1	2
2	8.312778642338674	5.003114812451445	2	-1
0	8.73196622404579	5.003111151938997	0	1
1	8.73196622404579	1.0063766462497639	1	2
2	8.73196622404579	5.003265494310767	2	-1
0	9.1510548899521	5.003253530343981	0	1
1	9.1510548899521	1.0066697024851994	1	2
2	9.1510548899521	5.003416172141218	2	-1
0	9.570042725898501	5.003395909513813	0	1
1	9.570042725898501	1.0069627547615845	1	2
2	9.570042725898501	5.0035668452477715	2	-1
0	9.988930444448167	5.003538289688095	0	1
1	9.988930444448167	1.0072558035678139	1	2
2	9.988930444448167	5.003717513879718	2	-1
0	10.407717813669542	5.0036806707855135	0	1
1	10.407717813669542	1.0075488487322453	1	2
2	10.407717813669542	5.003868177946732	2	-1
0	10.826404906592375	5.003823052828392	0	1
1	10.826404906592375	1.0078418902965516	1	2
2	10.826404906592375	5.00401883746816	2	-1
0	11.244991746493023	5.003965435822147	0	1
1	11.244991746493023	1.0081349282676086	1	2
2	11.244991746493023	5.004169492445461	2	-1
0	11.663478327539098	5.004107819762295	0	1
1	11.663478327539098	1.0084279626319157	1	2
2	11.663478327539098	5.004320142869621	2	-1
0	12.081864639726424	5.004250204642923	0	1
1	12.081864639726424	1.0087209933730366	1	2
2	12.081864639726424	5.004470788730114	2	-1
0	12.500150709409914	5.004392590470491	0	1
1	12.500150709409914	1.0090140204999964	1	2
2	12.500150709409914	5.0046214300295055	2	-1
0	12.918336558837865	5.004534977250064	0	1
1	12.918336558837865	1.0093070440189518	1	2
2	12.918336558837865	5.004772066768888	2	-1
0	13.336422154475496	5.004677364967707	0	1
1	13.336422154475496	1.009600063896964	1	2
2	13.336422154475496	5.004922698929257	2	-1
0	13.7544075995412	5.004819753656063	0	1
1	13.7544075995412	1.0098930801969446	1	2
2	13.7544075995412	5.005073326540881	2	-1
0	14.172292807254879	5.004962143283056	0	1
1	14.172292807254879	1.010186092848623	1	2
2	14.172292807254879	5.005223949565567	2	-1
0	14.590077847866153	5.005104533870103	0	1
1	14.590077847866153	1.0104791018918116	1	2
2	14.590077847866153	5.0053745680217085	2	-1
0	15.00776266867148	5.005246925396718	0	1
1	15.00776266867148	1.0107721072800966	1	2
2	15.00776266867148	5.005525181883379	2	-1
0	15.425347332274981	5.005389317881715	0	1
1	15.425347332274981	1.01106510904794	1	2
2	15.425347332274981	5.005675791166225	2	-1
0	15.842831801308982	5.005531711309826	0	1
1	15.842831801308982	1.0113581071596651	1	2
2	15.842831801308982	5.00582639584984	2	-1
0	16.26021614206224	5.005674105701129	0	1
1	16.26021614206224	1.0116511016523373	1	2
2	16.26021614206224	5.005976995951209	2	-1
0	16.677500292695253	5.005816501031993	0	1
1	16.677500292695253	1.0119440924730823	1	2
2	16.677500292695253	5.006127591441089	2	-1
0	17.094684320605072	5.0059588973228815	0	1
1	17.094684320605072	1.0122370796597515	1	2
2	17.094684320605072	5.00627818233687	2	-1
0	17.511768218485205	5.006101294568764	0	1
1	17.511768218485205	1.0125300631977496	1	2
2	17.511768218485205	5.006428768628985	2	-1
0	17.928752007098353	5.006243692774192	0	1
1	17.928752007098353	1.0128230430921938	1	2
2	17.928752007098353	5.006579350318001	2	-1
0	18.345635691288322	5.006386091938281	0	1
1	18.345635691288322	1.013116019337017	1	2
2	18.345635691288322	5.0067299273987365	2	-1
0	18.76241926485482	5.006528492056367	0	1
1	18.76241926485482	1.013408991918384	1	2
2	18.76241926485482	5.006880499862017	2	-1
0	19.17910276606952	5.006670893138981	0	1
1	19.17910276606952	1.0137019608537199	1	2
2	19.17910276606952	5.007031067714738	2	-1
0	19.595686164070088	5.006813295173029	0	1
1	19.595686164070088	1.0139949261118408	1	2
2	19.595686164070088	5.0071816309388115	2	-1
0	20.01216947074363	5.006955698160017	0	1
1	20.01216947074363	1.0142878876916113	1	2
2	20.01216947074363	5.007332189531594	2	-1
0	20.428552755207154	5.007098102121027	0	1
1	20.428552755207154	1.0145808456321652	1	2
2	20.428552755207154	5.007482743511138	2	-1
0	20.844835969321142	5.007240507037042	0	1
1	20.844835969321142	1.014873799890145	1	2
2	20.844835969321142	5.007633292853103	2	-1
0	21.261019163416535	5.007382912922724	0	1
1	21.261019163416535	1.0151667504914768	1	2
2	21.261019163416535	5.007783837568753	2	-1
0	21.677102279739287	5.0075253197557466	0	1
1	21.677102279739287	1.0154596973860035	1	2
2	21.677102279739287	5.0079343776302565	2	-1
0	22.09308541703867	5.007667727567346	0	1
1	22.09308541703867	1.0157526406337496	1	2
2	22.09308541703867	5.008084913066404	2	-1
0	22.50896852827677	5.007810136338858	0	1
1	22.50896852827677	1.0160455801920927	1	2
2	22.50896852827677	5.008235443853235	2	-1
0	22.92475165522375	5.00795254608202	0	1
1	22.92475165522375	1.0163385160809497	1	2
2	22.92475165522375	5.00838596999893	2	-1
0	23.340434766673837	5.008094956783575	0	1
1	23.340434766673837	1.0166314482688241	1	2
2	23.340434766673837	5.008536491485248	2	-1
0	23.756017899549644	5.008237368453599	0	1
1	23.756017899549644	1.016924376772217	1	2
2	23.756017899549644	5.008687008318619	2	-1
0	24.171501050417838	5.0083797810883395	0	1
1	24.171501050417838	1.0172173015791923	1	2
2	24.171501050417838	5.008837520490853	2	-1
0	24.58688426454799	5.008522194700742	0	1
1	24.58688426454799	1.017510222712151	1	2
2	24.58688426454799	5.00898802801141	2	-1
0	25.00216748962006	5.008664609270288	0	1
1	25.00216748962006	1.0178031401246743	1	2
2	25.00216748962006	5.009138530854386	2	-1
0	25.417350778876468	5.008807024812654	0	1
1	25.417350778876468	1.018096053844785	1	2
2	25.417350778876468	5.009289029032131	2	-1
0	25.832434126771464	5.008949441323354	0	1
1	25.832434126771464	1.0183889638590422	1	2
2	25.832434126771464	5.009439522535688	2	-1
0	26.247417562586428	5.009091858809851	0	1
